defense_uniprot_ac	human_uniprot_ac	composite_score	foldseek_evalue	pymol_rmsd	tm_score_human	tm_score_bacteria	plddt_human	plddt_bacteria	human_gene_name
A0A250IWT1	Q53SV2	0.8524	2.946e-14	1.88	0.5226	0.3657	85.84	53.22	FLJ10035
A0A1S7P244	H3BQ93	0.8523	4.536e-9	1.65	0.328	0.6882	79.63	94.91	ADCY7
A0A5J4LJY9	B4DHI6	0.8523	1.998e-13	1.94	0.5703	0.242	80.21	71.05	
A0A517ZL33	Q6FHG1	0.8523	3.825e-13	2.35	0.689	0.4213	77.47	74.1	MAP2K3
A0A250IWT1	Q9H9Z0	0.8523	1.126e-13	1.56	0.3249	0.3683	90.43	53.22	
A0A250IWT1	A0A7I2V613	0.8522	3.854e-17	2.13	0.6886	0.3628	73.58	53.22	EIF3I
A0A4U8Z5F9	Q149N8	0.8522	4.578e-22	2.52	0.2706	0.5889	70.7	79.27	SHPRH
A0A518G7R2	Q9UGI5	0.8522	2.025e-11	3.23	0.7273	0.7653	98.08	93.7	GAD65
A0A7T3V578	A0A7I2YQ77	0.8521	1.447e-11	1.71	0.4065	0.3521	78.12	82.65	DDX1
A0A809XNA9	P08218	0.8521	6.097e-8	0.7	0.6497	0.2708	92.14	83.91	CELA2B
R9RJ65	U6FVB0	0.8521	1.209e-16	2.03	0.3782	0.3583	64.69	80.14	CD74-Ntrk1 fusion gene
A0A250IWT1	A7E2A2	0.852	1.087e-16	1.61	0.2435	0.3786	82.95	53.22	APAF1
A0A0H3JWT2	A0A3B3ITQ6	0.852	4.026e-17	1.95	0.2579	0.425	54.08	89.51	NEK5
R9RJ65	Q9BUB5	0.8519	5.913e-11	1.45	0.513	0.3675	69.88	80.14	MKNK1
A0A517ZL33	C7DUW4	0.8519	3.825e-13	2.37	0.6907	0.422	77.75	74.1	MAP2K3
A0A660GDJ5	C9IY94	0.8519	1.273e-9	1.23	0.5701	0.2682	75.09	88.55	SEPTIN2
A0A249MXF2	A0A1U9X8I7	0.8519	5.517e-13	2.29	0.3553	0.4979	79.48	86.98	
A0A250IWT1	X5D2S9	0.8518	6.735e-16	1.72	0.459	0.406	73.0	53.22	RFWD2
A0A0K2GAP6	H3BTC0	0.8518	1.676e-17	1.94	0.215	0.308	57.79	94.74	RNPS1
A0A250IWT1	A0A3B3IS84	0.8518	1.358e-15	1.47	0.2437	0.3816	81.66	53.22	COPA
A0A330LKB8	Q8WXG1	0.8518	7.465e-8	1.6	0.6941	0.6469	87.36	86.94	RSAD2
A0A250IWT1	P53621	0.8517	1.358e-15	1.51	0.2394	0.3812	83.15	53.22	COPA
A0A0K1P5Q4	B4DI99	0.8517	3.383e-11	2.5	0.3255	0.8167	82.04	91.06	
A0A2R3IKW8	B3KN64	0.8517	7.109e-80	1.62	0.1892	0.2009	54.25	83.41	
A0A517ZL33	B4DR46	0.8517	4.426e-16	2.76	0.6363	0.4548	84.86	74.1	
A0A809XNA9	Q6ICV2	0.8516	6.097e-8	0.7	0.6465	0.27	91.74	83.91	ELA2A
F3L658	Q8WXB1	0.8516	2.13e-11	2.87	0.6957	0.5257	91.86	94.38	METTL21A
A0A250IWT1	Q8IU52	0.8516	7.117e-13	0.74	0.4758	0.2215	72.1	53.22	POC1B
A0A0K2GAP6	D3DU92	0.8516	1.676e-17	1.93	0.2138	0.3089	57.13	94.74	rnps1
L0L0B2	M0QX65	0.8516	2.146e-7	1.44	0.6708	0.5746	89.66	96.22	SAE1
A0A250IWT1	C9JGR9	0.8514	5.908e-11	1.25	0.6329	0.3939	80.34	53.22	WDR37
A0A809XNA9	Q6ISU5	0.8514	6.097e-8	0.7	0.6458	0.2699	91.6	83.91	ELA2A
A0A809XNA9	Q6ISN8	0.8514	6.097e-8	0.7	0.6466	0.2699	91.52	83.91	ELA2A
A0A517ZL33	O75676	0.8513	8.015e-11	1.43	0.4179	0.5356	71.18	74.1	RPS6KA4
M9YT10	Q5H9Q5	0.8512	8.072e-12	1.99	0.4549	0.4023	81.68	79.81	DKFZp781N0293
A0A7H0F5Q6	A0A7I2V4N4	0.8512	1.385e-12	1.4	0.1355	0.3032	71.12	90.44	PABPC1
G2LKY9	P31943	0.8512	4.519e-13	1.58	0.1945	0.3757	61.89	93.14	HNRNPH1
A0A096CHU5	A0A087X072	0.8512	3.874e-13	2.36	0.3893	0.4609	78.73	89.23	RECQL4
A0A250IWT1	X5DNY7	0.851	6.735e-16	1.73	0.4574	0.4287	70.94	53.22	RFWD2
G2LKY9	P52597	0.851	1.149e-12	1.57	0.2009	0.3661	64.49	93.14	HNRNPF
A0A7G7GB79	Q53F79	0.851	4.295e-17	2.75	0.4265	0.5775	66.95	93.05	
B7JW14	B7Z3R7	0.8509	3.77e-19	2.26	0.213	0.3812	64.5	92.43	
A0A250IWT1	Q59ER5	0.8509	1.285e-18	2.36	0.4495	0.3736	94.24	53.22	
A0A123SU34	A0A499FIS5	0.8509	5.913e-11	1.58	0.5304	0.3709	70.72	80.85	MKNK1
A0A0K1NJR8	B4DMS1	0.8509	5.202e-13	2.07	0.6407	0.2474	73.64	78.97	
A0A3L8GBN6	Q15136	0.8509	9.017e-9	1.49	0.6451	0.2943	91.73	85.99	PRKACA
A0A809XNA9	Q6ISP9	0.8509	6.097e-8	0.66	0.6479	0.2704	89.9	83.91	ELA2B
Q9XBB4	A0A0S2Z4Z8	0.8508	3.902e-16	2.51	0.3842	0.4114	74.2	89.32	RIPK2
A0A5Q0BI20	Q8WTZ8	0.8508	6.267e-11	0.93	0.264	0.1303	85.77	80.92	RYK
C9LWS0	O95648	0.8508	1.073e-10	1.0	0.5161	0.1595	73.68	78.72	
A0A249MXF2	B4DM01	0.8507	5.517e-13	2.46	0.4166	0.5127	81.2	86.98	
A0A6L8SZ11	B3KUD4	0.8506	7.104e-9	1.54	0.6836	0.2616	93.37	83.32	
A0A2Z5TNJ9	E9PRV7	0.8505	1.281e-10	1.45	0.4164	0.2641	85.27	80.1	GRK2
G0J3X9	Q05B42	0.8505	1.563e-11	1.65	0.2051	0.2928	84.67	89.59	SARM1
A0A822VZF9	P00519	0.8505	2.878e-16	1.84	0.2353	0.3856	63.37	80.58	ABL1
A0A517ZL33	Q59F75	0.8505	4.223e-14	1.88	0.5897	0.2809	64.48	74.1	
A0A822VZF9	P42684	0.8504	5.13e-16	1.76	0.2396	0.4094	59.21	80.58	ABL2
A0A0K1P5Q4	A0A6M3QJP3	0.8504	6.842e-11	2.34	0.2415	0.7604	84.96	91.06	
A0A4P6ZIQ3	Q6IQ20	0.8504	5.409e-8	0.9	0.4792	0.5271	87.28	84.17	NAPEPLD
A0A2T3FW44	E7EX41	0.8504	1.414e-7	0.98	0.7934	0.2982	91.05	86.09	DDX55
A0A169T0H3	Q02763	0.8504	1.147e-14	2.34	0.1958	0.4114	83.96	89.22	TEK
A0A7H8NAU2	A0A2R8Y4D6	0.8503	6.182e-13	2.57	0.6574	0.2134	95.84	81.81	CSNK2A1
E3FIT8	Q96BR1	0.8503	3.707e-11	1.79	0.4739	0.363	83.37	76.92	SGK3
A0A6I6AHP7	B4E2A3	0.8502	1.988e-9	0.34	0.4199	0.2874	65.79	87.24	
A0A7G7GB79	A0A7N4YH79	0.8502	4.295e-17	2.64	0.3239	0.6579	61.18	93.05	TENT4B
A0A250IWT1	A8K1Z3	0.8502	4.783e-17	1.38	0.4012	0.3505	63.26	53.22	
A0A250IWT1	B7ZLM5	0.8501	2.946e-14	1.88	0.489	0.3659	84.98	53.22	ATG16L1
A0A5K7X3J4	Q5T852	0.8501	2.133e-8	0.39	0.2675	0.2799	90.96	91.75	MTPAP
A0A858SRR4	P20231	0.85	6.097e-8	0.75	0.6028	0.2879	91.3	85.01	TPSB2
L0D6C1	Q14498	0.85	3.317e-15	2.04	0.1735	0.3845	66.79	92.92	RBM39
B0N6M2	A0A140T9X9	0.85	1.81e-8	1.81	0.8655	0.3114	91.67	85.91	DDX39B
A0A517ZL33	E9PC47	0.85	6.212e-13	1.66	0.3493	0.3991	71.22	74.1	LIMK1
